strategy,timing,mean,median,std,min,max
content_moderation,early,43.062038643390956,44.18735891647855,10.195639806251513,27.562797012898848,61.24289195775792
content_moderation,late,10.470559982078445,10.025757875965919,2.877984753012443,7.717750826901875,17.522573363431153
content_moderation,mid,25.633702980535652,25.615582506431462,6.0538891082142525,14.324507807196198,33.35214446952596
fact_checking,early,28.59766616966679,27.39242132305716,9.120049155217512,19.551934826883908,53.27376116978066
fact_checking,late,5.9887907344350095,5.733186328555679,1.291040034777768,4.114038253338145,8.295711060948081
fact_checking,mid,17.199639818806595,15.084806928906533,7.074343085491312,7.671418873048201,37.22536095417451
targeted_intervention,early,17.880954106587073,17.515274949083505,14.948611599457545,0.38917388996992747,39.31048147414305
targeted_intervention,late,6.478435109322257,6.450040617384241,4.851058005002914,0.03608805485384337,14.059753954305801
targeted_intervention,mid,15.693203093533098,13.329888917592353,12.132195619751382,0.7252786131257739,35.05052506439469
