window_hours,r2_mean,r2_std,mae_mean,rmse_mean
1,0.29988399650712666,0.1899667169354399,1.579621589326876,1.9822490143793328
6,0.3705409090862998,0.19135469037424926,1.4860208541099478,1.8725598810341701
24,0.3891257398050353,0.18783538900409955,1.4377709149506068,1.8439757864988446
